date,sp500_close,sp500_volume,dowjones_close,dowjones_volume,oil_close,oil_volume,eth_close,eth_volume_usd,eth_price_is_backfilled
2020-10-14,3488.669921875,3858510000.0,28514.0,370800000.0,41.040000915527344,328295.0,379.08,0.0,False
2020-10-15,3483.340087890625,3724550000.0,28494.19921875,328940000.0,40.959999084472656,248251.0,377.89,0.0,False
2020-10-16,3483.81005859375,4688030000.0,28606.310546875,356140000.0,40.880001068115234,96488.0,365.5375,0.0,False
2020-10-17,3483.81005859375,4688030000.0,28606.310546875,356140000.0,40.880001068115234,96488.0,368.53,0.0,False
2020-10-18,3483.81005859375,4688030000.0,28606.310546875,356140000.0,40.880001068115234,96488.0,378.4125,0.0,False
2020-10-19,3426.919921875,4091080000.0,28195.419921875,358700000.0,40.83000183105469,75335.0,379.41,0.0,False
2020-10-20,3443.1201171875,3917850000.0,28308.7890625,350220000.0,41.459999084472656,360574.0,368.7925,0.0,False
2020-10-21,3435.56005859375,4103960000.0,28210.8203125,299420000.0,40.029998779296875,366899.0,391.5525,0.0,False
2020-10-22,3453.489990234375,4172060000.0,28363.66015625,330320000.0,40.63999938964844,307494.0,414.62,0.0,False
2020-10-23,3465.389892578125,3651600000.0,28335.5703125,347300000.0,39.849998474121094,268931.0,409.7475,0.0,False
2020-10-24,3465.389892578125,3651600000.0,28335.5703125,347300000.0,39.849998474121094,268931.0,412.565,0.0,False
2020-10-25,3465.389892578125,3651600000.0,28335.5703125,347300000.0,39.849998474121094,268931.0,406.3575,0.0,False
2020-10-26,3400.969970703125,4002210000.0,27685.380859375,404150000.0,38.560001373291016,360184.0,393.3325,0.0,False
2020-10-27,3390.679931640625,3962400000.0,27463.189453125,366400000.0,39.56999969482422,339535.0,404.315,0.0,False
2020-10-28,3271.030029296875,5139970000.0,26519.94921875,496150000.0,37.38999938964844,489954.0,388.6875,0.0,False
2020-10-29,3310.110107421875,4911860000.0,26659.109375,419770000.0,36.16999816894531,568816.0,387.5275,0.0,False
2020-10-30,3269.9599609375,4843930000.0,26501.599609375,504820000.0,35.790000915527344,388971.0,382.775,0.0,False
2020-10-31,3269.9599609375,4843930000.0,26501.599609375,504820000.0,35.790000915527344,388971.0,386.8875,0.0,False
2020-11-01,3269.9599609375,4843930000.0,26501.599609375,504820000.0,35.790000915527344,388971.0,396.8375,0.0,False
2020-11-02,3310.239990234375,4314690000.0,26925.05078125,379990000.0,36.810001373291016,489204.0,383.78,0.0,False
2020-11-03,3369.159912109375,4241380000.0,27480.029296875,350980000.0,37.65999984741211,410611.0,388.285,0.0,False
2020-11-04,3443.43994140625,4790400000.0,27847.66015625,447860000.0,39.150001525878906,437000.0,402.9125,0.0,False
2020-11-05,3510.449951171875,4858150000.0,28390.1796875,390140000.0,38.790000915527344,298366.0,417.0875,0.0,False
2020-11-06,3509.43994140625,4842460000.0,28323.400390625,326710000.0,37.13999938964844,411026.0,456.46,0.0,False
2020-11-07,3509.43994140625,4842460000.0,28323.400390625,326710000.0,37.13999938964844,411026.0,435.65,0.0,False
2020-11-08,3509.43994140625,4842460000.0,28323.400390625,326710000.0,37.13999938964844,411026.0,454.6525,0.0,False
2020-11-09,3550.5,8570510000.0,29157.970703125,673310000.0,40.290000915527344,622921.0,444.4825,0.0,False
2020-11-10,3545.530029296875,6037470000.0,29420.919921875,526980000.0,41.36000061035156,457045.0,450.9475,0.0,False
2020-11-11,3572.659912109375,4635560000.0,29397.630859375,376700000.0,41.45000076293945,443772.0,464.08,0.0,False
