date,dxy,gold_price,m2_money_supply,usdt_dominance
2016-03-19,110.4002,1253.800048828125,12662.2,0.0227824974573241
2016-03-20,110.4002,1253.800048828125,12662.2,0.0226144444426347
2016-03-21,110.737,1243.800048828125,12662.2,0.0225880529061348
2016-03-22,110.7877,1248.199951171875,12662.2,0.022327492427658
2016-03-23,111.5473,1223.699951171875,12662.2,0.0222584421818054
2016-03-24,111.816,1221.4000244140625,12662.2,0.0223667222853335
2016-03-25,111.7698,1221.4000244140625,12662.2,0.0223239041815934
2016-03-26,111.7698,1221.4000244140625,12662.2,0.0222603395688258
2016-03-27,111.7698,1221.4000244140625,12662.2,0.0222630479084681
2016-03-28,111.3578,1219.9000244140625,12662.2,0.0219377051436471
2016-03-29,111.3736,1235.5999755859375,12662.2,0.0222785876212544
2016-03-30,110.2301,1226.9000244140625,12662.2,0.0224122953560915
2016-03-31,109.9191,1234.199951171875,12662.2,0.0223679611306246
2016-04-01,110.2977,1222.199951171875,12741.9,0.0222703648417005
2016-04-02,110.2977,1222.199951171875,12741.9,0.0221138213499856
2016-04-03,110.2977,1222.199951171875,12741.9,0.0220776268066378
2016-04-04,110.3987,1218.0,12741.9,0.0220878441493967
2016-04-05,110.9478,1228.4000244140625,12741.9,0.0219017700856216
2016-04-06,110.5347,1222.5,12741.9,0.0219895040691338
2016-04-07,110.8876,1236.199951171875,12741.9,0.0220517982115027
2016-04-08,110.4213,1242.5,12741.9,0.022172047955131
2016-04-09,110.4213,1242.5,12741.9,0.0221613664599202
2016-04-10,110.4213,1242.5,12741.9,0.0219787190753629
2016-04-11,109.9758,1256.699951171875,12741.9,0.0218621533886258
2016-04-12,109.816,1259.4000244140625,12741.9,0.0217350757947534
2016-04-13,110.1436,1246.800048828125,12741.9,0.0218116918206104
2016-04-14,110.1691,1225.0,12741.9,0.0218023541193548
2016-04-15,110.1933,1233.0999755859375,12741.9,0.0215847137393978
2016-04-16,110.1933,1233.0999755859375,12741.9,0.0215197127629829
2016-04-17,110.1933,1233.0999755859375,12741.9,0.0216397183610911
2016-04-18,109.9892,1233.5999755859375,12741.9,0.0216075401596656
2016-04-19,109.2782,1253.0,12741.9,0.0212371291827091
2016-04-20,109.3926,1253.199951171875,12741.9,0.0209328332493531
2016-04-21,109.8533,1249.0,12741.9,0.0205345817885027
2016-04-22,110.2331,1228.699951171875,12741.9,0.0206730704019908
2016-04-23,110.2331,1228.699951171875,12741.9,0.0204845142674002
2016-04-24,110.2331,1228.699951171875,12741.9,0.0200837157262637
2016-04-25,110.1865,1238.9000244140625,12741.9,0.0200023112815708
2016-04-26,109.7496,1242.199951171875,12741.9,0.0197886119354063
2016-04-27,109.8483,1249.199951171875,12741.9,0.0207483786503467
2016-04-28,109.2148,1265.5,12741.9,0.0205700888292261
2016-04-29,108.8274,1289.199951171875,12741.9,0.0202411008974447
2016-04-30,108.8274,1289.199951171875,12741.9,0.0205979973507073
2016-05-01,108.8274,1289.199951171875,12800.7,0.0273600672715378
2016-05-02,108.671,1294.699951171875,12800.7,0.0279033536993154
2016-05-03,109.3613,1290.699951171875,12800.7,0.0275061501967949
2016-05-04,109.9952,1273.300048828125,12800.7,0.0277486905080895
2016-05-05,110.2417,1271.4000244140625,12800.7,0.0276410997075163
2016-05-06,110.3801,1292.9000244140625,12800.7,0.0270563837185675
2016-05-07,110.3801,1292.9000244140625,12800.7,0.0270873372502343
2016-05-08,110.3801,1292.9000244140625,12800.7,0.0270227343032965
2016-05-09,110.9466,1265.5999755859375,12800.7,0.0268824353220921
2016-05-10,110.8225,1263.9000244140625,12800.7,0.027424510862077
2016-05-11,110.2806,1274.5999755859375,12800.7,0.0273379120517158
2016-05-12,110.6935,1270.300048828125,12800.7,0.0272010056302842
2016-05-13,111.2521,1271.9000244140625,12800.7,0.0272293481981706
2016-05-14,111.2521,1271.9000244140625,12800.7,0.0272718090936908
2016-05-15,111.2521,1271.9000244140625,12800.7,0.0269942165442564
2016-05-16,111.1217,1273.4000244140625,12800.7,0.0272018354920134
2016-05-17,111.0867,1276.199951171875,12800.7,0.0272576832806352
2016-05-18,111.4995,1273.699951171875,12800.7,0.0272643466050237
2016-05-19,112.2331,1254.199951171875,12800.7,0.0282810403161796
2016-05-20,112.1822,1252.4000244140625,12800.7,0.027849399932038
2016-05-21,112.1822,1252.4000244140625,12800.7,0.0278009192461127
2016-05-22,112.1822,1252.4000244140625,12800.7,0.0280370668092239
2016-05-23,112.284,1251.0999755859375,12800.7,0.0277763548388954
2016-05-24,112.2912,1228.9000244140625,12800.7,0.0277188069922741
2016-05-25,112.2001,1223.5,12800.7,0.0274355514757109
2016-05-26,111.8979,1220.0999755859375,12800.7,0.0272216654258205
2016-05-27,112.0822,1213.800048828125,12800.7,0.0261161455198654
2016-05-28,112.0822,1213.800048828125,12800.7,0.0237724402143091
2016-05-29,112.0822,1213.800048828125,12800.7,0.0236802094422194
2016-05-30,112.0822,1213.800048828125,12800.7,0.0232553337052749
2016-05-31,112.4276,1214.800048828125,12800.7,0.023076963604187
2016-06-01,112.462,1211.9000244140625,12849.3,0.0228540755463222
2016-06-02,112.4564,1209.800048828125,12849.3,0.0228149832986253
2016-06-03,111.4451,1240.0999755859375,12849.3,0.0215438369885715
2016-06-04,111.4451,1240.0999755859375,12849.3,0.0213871974610324
2016-06-05,111.4451,1240.0999755859375,12849.3,0.0322823052932194
2016-06-06,111.2295,1244.5999755859375,12849.3,0.031715586940745
2016-06-07,110.8378,1244.4000244140625,12849.3,0.032100152142691
2016-06-08,110.1916,1259.800048828125,12849.3,0.0317835007521875
2016-06-09,110.6168,1270.199951171875,12849.3,0.0322016877603774
2016-06-10,111.1027,1273.4000244140625,12849.3,0.0320389526948844
2016-06-11,111.1027,1273.4000244140625,12849.3,0.0303898541385991
2016-06-12,111.1027,1273.4000244140625,12849.3,0.0275901911383572
2016-06-13,111.5036,1284.4000244140625,12849.3,0.0263176911434087
2016-06-14,111.9826,1285.5999755859375,12849.3,0.0270267550815256
2016-06-15,111.7671,1285.800048828125,12849.3,0.0266599211640562
2016-06-16,112.2347,1296.0999755859375,12849.3,0.0241949269597566
2016-06-17,111.5332,1292.5,12849.3,0.0248948426422097
2016-06-18,111.5332,1292.5,12849.3,0.0245927183773815
2016-06-19,111.5332,1292.5,12849.3,0.0490722890531694
2016-06-20,110.8693,1290.0,12849.3,0.0511236709815764
2016-06-21,111.0077,1270.5,12849.3,0.0559521013166677
2016-06-22,110.7681,1268.0,12849.3,0.0620452345267175
2016-06-23,110.262,1261.199951171875,12849.3,0.0596932783768534
2016-06-24,112.1355,1320.0,12849.3,0.0564324758742082
2016-06-25,112.1355,1320.0,12849.3,0.0566296461145747
