time,asset,CapMVRVCur,SplyCur
2017-12-28,btc,2.90015736,16768573.58618493
2017-12-29,btc,2.94080172,16770636.08618492
2017-12-30,btc,2.60242905,16772461.08618491
2017-12-31,btc,2.78726716,16774498.58618491
2018-01-01,btc,2.69423548,16776448.58618491
2018-01-02,btc,2.92544313,16778586.0861849
2018-01-03,btc,2.96026687,16780548.58618488
2018-01-04,btc,2.94402195,16782648.58618486
2018-01-05,btc,3.26196426,16784436.08618409
2018-01-06,btc,3.24692954,16786536.08618407
2018-01-07,btc,3.04278121,16788561.08618405
2018-01-08,btc,2.80152545,16790636.08612404
2018-01-09,btc,2.69017079,16792686.08610402
2018-01-10,btc,2.73334467,16794761.086094
2018-01-11,btc,2.45400706,16797173.58609399
2018-01-12,btc,2.55762013,16799398.58608398
2018-01-13,btc,2.63127775,16801261.08608397
2018-01-14,btc,2.52606465,16803198.58608395
2018-01-15,btc,2.50804935,16805073.58608393
2018-01-16,btc,2.12079726,16807061.08608391
2018-01-17,btc,2.07376393,16809148.58608389
2018-01-18,btc,2.09352287,16811311.08608388
2018-01-19,btc,2.129939,16813373.58608387
2018-01-20,btc,2.37080852,16815598.58608385
2018-01-21,btc,2.12617327,16817936.08608383
2018-01-22,btc,2.00268788,16820023.58608351
2018-01-23,btc,2.02766184,16822236.08608349
2018-01-24,btc,2.09753554,16824436.08608348
2018-01-25,btc,2.08000559,16826411.08608316
2018-01-26,btc,2.05791562,16828348.58598315
2018-01-27,btc,2.10883443,16830311.08598303
2018-01-28,btc,2.15410037,16832286.08598302
2018-01-29,btc,2.06552658,16834136.08598281
2018-01-30,btc,1.85916763,16836223.58598251
2018-01-31,btc,1.87794381,16837686.0859825
2018-02-01,btc,1.69691999,16839686.08598229
2018-02-02,btc,1.66151934,16841786.08598227
2018-02-03,btc,1.72878243,16843761.08598225
2018-02-04,btc,1.56184746,16845986.08598194
2018-02-05,btc,1.30831891,16848298.58598108
2018-02-06,btc,1.48101152,16850423.58598086
2018-02-07,btc,1.46484643,16852186.08598064
2018-02-08,btc,1.58085047,16853823.58598053
2018-02-09,btc,1.6660923,16855511.08598012
2018-02-10,btc,1.64139497,16857298.5859795
2018-02-11,btc,1.55971533,16859186.0859795
2018-02-12,btc,1.71364615,16861261.08597948
2018-02-13,btc,1.64241903,16863311.08594926
2018-02-14,btc,1.81957973,16865548.58594924
2018-02-15,btc,1.93482187,16867186.08594922
2018-02-16,btc,1.9474862,16869148.5859492
2018-02-17,btc,2.11360732,16871011.08594919
2018-02-18,btc,1.99108492,16873036.08594919
2018-02-19,btc,2.11485368,16875061.08594907
2018-02-20,btc,2.12780635,16876823.58594906
2018-02-21,btc,1.97827013,16878936.08594893
2018-02-22,btc,1.84607258,16880798.58592881
2018-02-23,btc,1.89577059,16882648.58592879
2018-02-24,btc,1.8093287,16884461.08591877
2018-02-25,btc,1.7940982,16886598.58591876
2018-02-26,btc,1.92409125,16888361.08591856
2018-02-27,btc,1.98459986,16890361.08591844
2018-02-28,btc,1.91774992,16892298.58589749
2018-03-01,btc,2.0275908,16894361.08589657
2018-03-02,btc,2.0411051,16896311.08589546
2018-03-03,btc,2.11464502,16898561.08589524
2018-03-04,btc,2.11715719,16900411.08589442
2018-03-05,btc,2.124487,16902273.5858937
2018-03-06,btc,1.96727059,16904223.58589279
2018-03-07,btc,1.82720774,16906186.08589167
2018-03-08,btc,1.72480924,16908211.0858914
2018-03-09,btc,1.72471755,16910036.0858902
2018-03-10,btc,1.6363096,16911786.085889
2018-03-11,btc,1.76958222,16913698.5858879
2018-03-12,btc,1.70331347,16915711.0858879
2018-03-13,btc,1.70702426,16917686.0858879
2018-03-14,btc,1.53691592,16919486.0858879
2018-03-15,btc,1.54749227,16921286.0858876
2018-03-16,btc,1.56958433,16923236.0858872
2018-03-17,btc,1.47896206,16925098.5858872
2018-03-18,btc,1.5372127,16926986.0858871
2018-03-19,btc,1.60262445,16928923.5858871
2018-03-20,btc,1.66984764,16930511.0858871
2018-03-21,btc,1.66685407,16932411.0858871
2018-03-22,btc,1.6366036,16934198.5858868
2018-03-23,btc,1.64830412,16935861.08588536
2018-03-24,btc,1.61787156,16937811.08588536
2018-03-25,btc,1.58785272,16939498.58588536
2018-03-26,btc,1.54056226,16941373.58588535
2018-03-27,btc,1.47972397,16943273.58588535
2018-03-28,btc,1.49995286,16944961.08588535
2018-03-29,btc,1.34902071,16946861.08586535
2018-03-30,btc,1.30076662,16948886.08586535
2018-03-31,btc,1.31875342,16950486.08586535
2018-04-01,btc,1.29804435,16952511.08586535
2018-04-02,btc,1.34269917,16954461.08586515
2018-04-03,btc,1.41752889,16956498.58586515
2018-04-04,btc,1.29795987,16958336.08586475
2018-04-05,btc,1.30312944,16960286.08586455
2018-04-06,btc,1.26963243,16962011.08586455
2018-04-07,btc,1.32349168,16964261.08586455
2018-04-08,btc,1.34758367,16966273.58586455
2018-04-09,btc,1.29733763,16968111.08584445
2018-04-10,btc,1.3143587,16970161.08584425
2018-04-11,btc,1.33919481,16972173.58584425
2018-04-12,btc,1.52215846,16974098.58584425
2018-04-13,btc,1.52369622,16976161.08584425
2018-04-14,btc,1.54037773,16977873.58584425
2018-04-15,btc,1.60406337,16979911.08584425
2018-04-16,btc,1.54777167,16981673.58584425
2018-04-17,btc,1.51791712,16983698.58584425
2018-04-18,btc,1.57002305,16985698.58584425
2018-04-19,btc,1.58612722,16987923.58584425
2018-04-20,btc,1.69131108,16989636.08584415
2018-04-21,btc,1.69378446,16991623.58584415
2018-04-22,btc,1.68092587,16993623.58583415
2018-04-23,btc,1.70339486,16995536.08582415
2018-04-24,btc,1.83531084,16997523.58582415
2018-04-25,btc,1.68455575,16999061.08582415
2018-04-26,btc,1.75708104,17000823.58582405
2018-04-27,btc,1.70402847,17002598.58582395
2018-04-28,btc,1.77091583,17004198.58582395
2018-04-29,btc,1.78054751,17006173.58582395
2018-04-30,btc,1.74740041,17008111.08582395
2018-05-01,btc,1.71724649,17010086.08581849
2018-05-02,btc,1.7386519,17011836.08581839
2018-05-03,btc,1.83904816,17013723.58581839
2018-05-04,btc,1.82662477,17015448.58581839
2018-05-05,btc,1.84393794,17017461.08579839
2018-05-06,btc,1.80577797,17019173.58579839
2018-05-07,btc,1.75762436,17021048.58579819
2018-05-08,btc,1.73387152,17022786.08579735
2018-05-09,btc,1.74723256,17024786.08579735
2018-05-10,btc,1.69887071,17026711.08579735
2018-05-11,btc,1.58493865,17028298.58579735
2018-05-12,btc,1.5974431,17030361.08579735
2018-05-13,btc,1.63680889,17032211.08579735
2018-05-14,btc,1.62361239,17033861.08579735
2018-05-15,btc,1.58958164,17035686.08576995
2018-05-16,btc,1.56132079,17037923.58576985
2018-05-17,btc,1.50426871,17039573.58576975
2018-05-18,btc,1.5392871,17041423.58574245
2018-05-19,btc,1.53821787,17043348.58574245
2018-05-20,btc,1.59036292,17045148.58574235
2018-05-21,btc,1.56883389,17047111.08574235
2018-05-22,btc,1.49717102,17048998.58574225
2018-05-23,btc,1.40810171,17051023.58574225
2018-05-24,btc,1.41826534,17052811.08574215
2018-05-25,btc,1.39150485,17055011.08574205
2018-05-26,btc,1.37360478,17057036.08574205
2018-05-27,btc,1.37644815,17059086.08574135
2018-05-28,btc,1.33597351,17061036.08571405
2018-05-29,btc,1.40088628,17062773.58571395
2018-05-30,btc,1.38664652,17064948.58568665
2018-05-31,btc,1.40689168,17067073.58565935
2018-06-01,btc,1.41524122,17069148.58565935
2018-06-02,btc,1.43730299,17071048.58565935
2018-06-03,btc,1.44919617,17073086.08565935
2018-06-04,btc,1.40952829,17075373.58563205
2018-06-05,btc,1.43371987,17077561.08560475
2018-06-06,btc,1.44133056,17079398.58557668
2018-06-07,btc,1.44450247,17081186.08554928
2018-06-08,btc,1.43712165,17082992.33552198
2018-06-09,btc,1.42518183,17084779.83552127
2018-06-10,btc,1.27551954,17086367.33552127
2018-06-11,btc,1.29750932,17088117.33549324
2018-06-12,btc,1.23858038,17089929.83546594
2018-06-13,btc,1.20092906,17091717.33543784
2018-06-14,btc,1.2632478,17093629.83540978
2018-06-15,btc,1.22097074,17095542.33540832
2018-06-16,btc,1.23955794,17097617.33540832
2018-06-17,btc,1.23172728,17099579.83540756
2018-06-18,btc,1.28056779,17101629.83538026
2018-06-19,btc,1.28664559,17103567.33537952
2018-06-20,btc,1.29123078,17105504.83537873
2018-06-21,btc,1.28466547,17107629.83412755
2018-06-22,btc,1.16113556,17109517.33410025
2018-06-23,btc,1.18384639,17111517.33410025
2018-06-24,btc,1.17963703,17113654.83409953
2018-06-25,btc,1.19907224,17115617.33409953
2018-06-26,btc,1.17183193,17117442.33409953
2018-06-27,btc,1.19000509,17118954.83407223
2018-06-28,btc,1.13776355,17120917.33404493
2018-06-29,btc,1.20834141,17122804.83401763
2018-06-30,btc,1.23851505,17124567.33401689
2018-07-01,btc,1.23860628,17126404.83401612
2018-07-02,btc,1.28633397,17128167.33401612
2018-07-03,btc,1.26579418,17129617.33390629
2018-07-04,btc,1.28137705,17131292.33390629
2018-07-05,btc,1.27324533,17133004.83387826
2018-07-06,btc,1.28661278,17135004.83379718
2018-07-07,btc,1.31378163,17136954.83379718
2018-07-08,btc,1.30865599,17138929.83379718
2018-07-09,btc,1.30098801,17140629.83376909
2018-07-10,btc,1.2330456,17142492.33368776
2018-07-11,btc,1.24746562,17144179.83366046
2018-07-12,btc,1.20621817,17145942.33363316
2018-07-13,btc,1.21722522,17147729.83349486
2018-07-14,btc,1.22667095,17149392.33349486
2018-07-15,btc,1.24480827,17151054.83349486
2018-07-16,btc,1.31568081,17152554.83346756
2018-07-17,btc,1.43309368,17154542.33344026
2018-07-18,btc,1.44339934,17156717.33341148
2018-07-19,btc,1.46018625,17158854.83338348
2018-07-20,btc,1.43265396,17160779.83335618
2018-07-21,btc,1.44833778,17162492.33335618
2018-07-22,btc,1.44583406,17164767.33335618
2018-07-23,btc,1.50619599,17166842.33332888
2018-07-24,btc,1.63581402,17168829.83330082
2018-07-25,btc,1.59635249,17171042.3332728
2018-07-26,btc,1.5404035,17173104.8332728
2018-07-27,btc,1.58953743,17175192.33327127
2018-07-28,btc,1.59195773,17177004.83327054
2018-07-29,btc,1.59809411,17179129.83316199
2018-07-30,btc,1.5863148,17180804.83316199
2018-07-31,btc,1.50002457,17182642.33315121
2018-08-01,btc,1.47548838,17184517.33311234
2018-08-02,btc,1.46550321,17186429.83261354
2018-08-03,btc,1.44098379,17188504.83253624
2018-08-04,btc,1.36290424,17190704.83253624
2018-08-05,btc,1.36894032,17192704.83229624
2018-08-06,btc,1.35040999,17194342.33226815
2018-08-07,btc,1.31126727,17196229.83224085
2018-08-08,btc,1.22457474,17198192.33222845
2018-08-09,btc,1.28263103,17200054.83222299
2018-08-10,btc,1.20148237,17202254.83203226
2018-08-11,btc,1.23709272,17204379.83203226
2018-08-12,btc,1.237715,17206317.33203152
2018-08-13,btc,1.22859486,17208192.33203076
2018-08-14,btc,1.21462636,17209892.33203076
2018-08-15,btc,1.23272558,17211904.83202991
2018-08-16,btc,1.23701888,17213879.83202991
2018-08-17,btc,1.28997856,17215779.83202445
2018-08-18,btc,1.25820087,17217779.83181445
2018-08-19,btc,1.27574994,17219592.33156289
2018-08-20,btc,1.23354388,17221467.33110289
2018-08-21,btc,1.27272294,17223317.33110221
2018-08-22,btc,1.25162869,17225317.33110071
2018-08-23,btc,1.28108729,17227179.83107268
2018-08-24,btc,1.31632801,17229004.83104538
2018-08-25,btc,1.32478942,17230692.33104538
2018-08-26,btc,1.31333891,17232854.83104323
2018-08-27,btc,1.34163355,17235167.33088593
2018-08-28,btc,1.38993223,17237079.83085863
2018-08-29,btc,1.37670606,17238817.33083133
2018-08-30,btc,1.36359134,17240742.33080327
2018-08-31,btc,1.37493819,17242679.83077441
2018-09-01,btc,1.40711254,17244567.33077441
2018-09-02,btc,1.42507788,17246367.33077364
2018-09-03,btc,1.41924297,17248167.33074558
2018-09-04,btc,1.43842941,17249742.33071828
2018-09-05,btc,1.32907873,17251392.3304288
2018-09-06,btc,1.27139307,17253267.33040071
2018-09-07,btc,1.25683206,17255167.33037341
2018-09-08,btc,1.21428401,17257042.33037341
2018-09-09,btc,1.22689803,17259079.83037341
2018-09-10,btc,1.23657997,17260767.33034611
2018-09-11,btc,1.23448848,17262529.83034611
2018-09-12,btc,1.24485106,17264629.8303345
2018-09-13,btc,1.27856168,17266479.8303337
2018-09-14,btc,1.27941999,17268129.8303064
2018-09-15,btc,1.28532707,17269879.8303064
2018-09-16,btc,1.28016559,17271617.33030562
2018-09-17,btc,1.23381568,17273304.8302947
2018-09-18,btc,1.25024052,17275079.8302474
2018-09-19,btc,1.25910583,17277029.8302201
2018-09-20,btc,1.28206545,17278954.8301928
2018-09-21,btc,1.3314931,17280754.83016477
2018-09-22,btc,1.32462421,17282692.330164
2018-09-23,btc,1.32411544,17284567.330164
2018-09-24,btc,1.29944603,17286417.3301367
2018-09-25,btc,1.26947306,17288529.8301094
2018-09-26,btc,1.27892467,17290267.3300821
2018-09-27,btc,1.3210537,17292054.83005479
2018-09-28,btc,1.31014502,17293979.82997749
2018-09-29,btc,1.30289231,17295879.82996749
2018-09-30,btc,1.3069717,17297917.32996749
2018-10-01,btc,1.29942083,17299892.32994019
2018-10-02,btc,1.28953035,17301604.82991289
2018-10-03,btc,1.2814305,17303417.32988559
2018-10-04,btc,1.29764795,17305292.32985829
2018-10-05,btc,1.30556584,17306917.32985829
2018-10-06,btc,1.298913,17308479.82985829
2018-10-07,btc,1.30175802,17310254.82985759
2018-10-08,btc,1.30960738,17311942.32985759
2018-10-09,btc,1.30696334,17313567.32983029
2018-10-10,btc,1.29493068,17315367.32979299
2018-10-11,btc,1.22741162,17317354.82976569
2018-10-12,btc,1.23438108,17319004.82973839
2018-10-13,btc,1.23595286,17320767.32973839
2018-10-14,btc,1.23348719,17322192.32973839
2018-10-15,btc,1.28526524,17324217.32971109
2018-10-16,btc,1.28989252,17325904.82968379
2018-10-17,btc,1.28666145,17327629.82965649
2018-10-18,btc,1.27802221,17329354.82962919
2018-10-19,btc,1.2749913,17331129.82960189
2018-10-20,btc,1.28642152,17332917.32960189
2018-10-21,btc,1.28793139,17334642.32960189
2018-10-22,btc,1.28689576,17336579.82957459
2018-10-23,btc,1.28492912,17338504.82954649
2018-10-24,btc,1.2887609,17339917.32951919
2018-10-25,btc,1.28694965,17341629.82949189
2018-10-26,btc,1.28863398,17343417.32946459
2018-10-27,btc,1.28980748,17345117.32946459
2018-10-28,btc,1.28937475,17346867.32946459
2018-10-29,btc,1.26107732,17348692.32943729
2018-10-30,btc,1.26329155,17350617.32943729
2018-10-31,btc,1.27073654,17352654.82940999
2018-11-01,btc,1.27883905,17354579.82940999
2018-11-02,btc,1.27995054,17356367.32940999
2018-11-03,btc,1.276901,17358379.82940925
2018-11-04,btc,1.29459494,17359917.32940925
2018-11-05,btc,1.29123581,17361717.32940925
2018-11-06,btc,1.2989943,17363317.32938195
2018-11-07,btc,1.31084446,17364942.32935391
2018-11-08,btc,1.29195817,17366454.82932661
2018-11-09,btc,1.2768824,17368042.32929931
2018-11-10,btc,1.28133653,17369679.82929931
2018-11-11,btc,1.27781403,17371504.82929931
2018-11-12,btc,1.27501457,17373254.82927201
2018-11-13,btc,1.26499475,17374754.82924471
2018-11-14,btc,1.12750028,17376442.32924471
2018-11-15,btc,1.12835655,17378029.8291894
2018-11-16,btc,1.12138354,17379604.8291621
2018-11-17,btc,1.12295891,17381417.3291621
2018-11-18,btc,1.13432294,17382954.8291621
2018-11-19,btc,0.98256686,17384529.8291348
2018-11-20,btc,0.89259762,17386179.8291075
2018-11-21,btc,0.94205218,17387492.3290802
2018-11-22,btc,0.89310508,17389017.3290529
2018-11-23,btc,0.89181194,17390579.8290256
2018-11-24,btc,0.79317203,17392367.3290256
2018-11-25,btc,0.82453777,17393954.8290256
2018-11-26,btc,0.77562836,17395342.3289983
2018-11-27,btc,0.7940544,17396979.8289983
2018-11-28,btc,0.88549955,17398454.82796581
2018-11-29,btc,0.89130855,17399767.32793851
2018-11-30,btc,0.8373706,17401029.82791121
2018-12-01,btc,0.8734641,17402579.82791121
2018-12-02,btc,0.86368527,17404004.82791121
2018-12-03,btc,0.80763958,17405429.82788391
2018-12-04,btc,0.81335924,17407154.82785661
2018-12-05,btc,0.78473772,17408779.82782931
2018-12-06,btc,0.74841821,17410467.32780201
2018-12-07,btc,0.72100902,17411892.32777471
2018-12-08,btc,0.72908961,17413479.82777471
2018-12-09,btc,0.75773343,17415079.82777471
2018-12-10,btc,0.73200608,17416629.82774741
2018-12-11,btc,0.7222971,17418192.32771934
2018-12-12,btc,0.73845418,17419692.32769204
2018-12-13,btc,0.7044642,17421329.82766474
2018-12-14,btc,0.69277432,17423154.82763744
2018-12-15,btc,0.69048064,17425017.32763744
2018-12-16,btc,0.69338644,17426454.82763744
2018-12-17,btc,0.75972613,17428454.82761014
2018-12-18,btc,0.79650093,17430054.82758283
2018-12-19,btc,0.80573894,17431917.32755549
2018-12-20,btc,0.88611656,17433604.82752819
2018-12-21,btc,0.8376707,17435354.82750089
2018-12-22,btc,0.86519497,17437542.32750089
2018-12-23,btc,0.86090691,17439742.32750089
2018-12-24,btc,0.88260111,17441642.32747359
2018-12-25,btc,0.82260882,17443629.82747359
2018-12-26,btc,0.83308567,17445592.32747359
2018-12-27,btc,0.78552581,17447767.32744629
2018-12-28,btc,0.85252346,17449854.8274135
2018-12-29,btc,0.84031284,17451579.82740804
2018-12-30,btc,0.8415034,17453779.82740804
2018-12-31,btc,0.81213582,17455717.32738074
2019-01-01,btc,0.8391035,17457579.82738074
2019-01-02,btc,0.85907301,17459467.32735344
2019-01-03,btc,0.83487141,17461404.82732614
2019-01-04,btc,0.8447265,17463267.32729884
2019-01-05,btc,0.83856669,17465304.82729884
2019-01-06,btc,0.89346662,17467067.32729884
2019-01-07,btc,0.8841578,17468829.82727154
2019-01-08,btc,0.88278743,17470942.32724424
2019-01-09,btc,0.88542141,17472992.32720693
2019-01-10,btc,0.80976747,17474942.32717963
2019-01-11,btc,0.80976244,17476792.32715233
2019-01-12,btc,0.80855945,17478517.32715233
2019-01-13,btc,0.784834,17480229.82715233
2019-01-14,btc,0.82050798,17482092.32712503
2019-01-15,btc,0.80090242,17483742.32709773
2019-01-16,btc,0.80691139,17485404.82707043
2019-01-17,btc,0.81482992,17486992.32704313
2019-01-18,btc,0.80838072,17488717.32701583
2019-01-19,btc,0.82616434,17490379.82701583
2019-01-20,btc,0.79319975,17492342.32701583
2019-01-21,btc,0.79297133,17494217.32701583
2019-01-22,btc,0.80398567,17495842.32701583
2019-01-23,btc,0.79874618,17497667.32701583
2019-01-24,btc,0.80256605,17499692.32701504
2019-01-25,btc,0.80172488,17501417.32701504
2019-01-26,btc,0.8011809,17503292.32701504
2019-01-27,btc,0.79718191,17505004.82701504
2019-01-28,btc,0.77522856,17506817.32701504
2019-01-29,btc,0.76708054,17508642.32699504
2019-01-30,btc,0.77747695,17510342.32699504
2019-01-31,btc,0.77173662,17512279.82699504
2019-02-01,btc,0.78014383,17514254.82699504
2019-02-02,btc,0.78422167,17516054.82699504
2019-02-03,btc,0.77343528,17517779.82699504
2019-02-04,btc,0.77384742,17519617.32699504
2019-02-05,btc,0.77765737,17521454.82699504
2019-02-06,btc,0.76510945,17523504.82699504
2019-02-07,btc,0.76378864,17525679.82699504
2019-02-08,btc,0.8216013,17527717.32698958
2019-02-09,btc,0.82367897,17529592.32698958
2019-02-10,btc,0.8284814,17531342.32698958
2019-02-11,btc,0.81717159,17533154.82698958
2019-02-12,btc,0.81707553,17534754.82698412
2019-02-13,btc,0.81622357,17536667.32697866
2019-02-14,btc,0.81324408,17538429.8269732
2019-02-15,btc,0.81432592,17540017.32696774
2019-02-16,btc,0.81951471,17541892.32696774
2019-02-17,btc,0.82849268,17543879.82696774
2019-02-18,btc,0.88420768,17545817.32696228
2019-02-19,btc,0.89133025,17547767.32695682
2019-02-20,btc,0.89885411,17549392.32695136
2019-02-21,btc,0.89047082,17550879.8269459
2019-02-22,btc,0.90331002,17552904.82694044
2019-02-23,btc,0.94072884,17554692.32694044
2019-02-24,btc,0.8599356,17556404.82694044
2019-02-25,btc,0.87606044,17558192.32693498
2019-02-26,btc,0.87035678,17560204.82692952
2019-02-27,btc,0.8713884,17561967.32692331
2019-02-28,btc,0.87032071,17563842.32691785
2019-03-01,btc,0.87459349,17565867.32691239
2019-03-02,btc,0.87461492,17567517.32691239
2019-03-03,btc,0.86848471,17569342.32691239
2019-03-04,btc,0.85007558,17571054.82690693
2019-03-05,btc,0.88264283,17572917.32690147
2019-03-06,btc,0.88556451,17574517.32690147
2019-03-07,btc,0.88659022,17576292.32689601
2019-03-08,btc,0.88315552,17578117.32689601
2019-03-09,btc,0.89955742,17579842.32687417
2019-03-10,btc,0.89825462,17581542.32687417
2019-03-11,btc,0.88665284,17583317.32686871
2019-03-12,btc,0.88880804,17585104.82686871
2019-03-13,btc,0.88736975,17586792.32686325
2019-03-14,btc,0.88808394,17588729.82685724
2019-03-15,btc,0.89930632,17590642.32685178
2019-03-16,btc,0.92006352,17592679.82685178
2019-03-17,btc,0.91484274,17594504.82685178
2019-03-18,btc,0.91560369,17596517.32684577
2019-03-19,btc,0.92168535,17598692.32684031
2019-03-20,btc,0.92967286,17600704.82683485
2019-03-21,btc,0.91748018,17602492.32682939
2019-03-22,btc,0.9194745,17604504.82670847
2019-03-23,btc,0.91913227,17606317.32670847
2019-03-24,btc,0.91670464,17608192.32670847
2019-03-25,btc,0.90273487,17610042.32670301
2019-03-26,btc,0.90526912,17611717.32669209
2019-03-27,btc,0.93039612,17613579.82668663
2019-03-28,btc,0.92674903,17615404.82666117
2019-03-29,btc,0.94438915,17617242.32664571
2019-03-30,btc,0.944965,17618979.82664571
2019-03-31,btc,0.94641855,17620717.32664461
2019-04-01,btc,0.95655086,17622417.32663915
2019-04-02,btc,1.12892016,17624379.82663369
2019-04-03,btc,1.14051964,17626154.82662823
2019-04-04,btc,1.12838804,17627904.82662823
2019-04-05,btc,1.15614507,17629879.82661731
2019-04-06,btc,1.15841744,17631617.32661731
2019-04-07,btc,1.19121228,17633379.82661731
2019-04-08,btc,1.21179209,17635229.82661185
2019-04-09,btc,1.19099798,17636879.82660639
2019-04-10,btc,1.21651316,17638729.82460093
2019-04-11,btc,1.15695368,17640692.32459547
2019-04-12,btc,1.16368455,17642579.82459001
2019-04-13,btc,1.16156591,17644267.32459001
2019-04-14,btc,1.18135304,17645792.32459001
2019-04-15,btc,1.15555322,17647604.82458455
2019-04-16,btc,1.19224124,17649417.32457909
2019-04-17,btc,1.1961381,17651142.32457308
2019-04-18,btc,1.20765693,17653004.82457308
2019-04-19,btc,1.20719787,17654904.82456762
2019-04-20,btc,1.21246475,17656542.32456762
2019-04-21,btc,1.20835451,17658567.32456762
2019-04-22,btc,1.22794551,17660242.32456762
2019-04-23,btc,1.2632969,17661692.32456216
2019-04-24,btc,1.238908,17663729.8245567
2019-04-25,btc,1.17030753,17665517.3245567
2019-04-26,btc,1.17673094,17667404.82455124
2019-04-27,btc,1.18413668,17669117.32455124
2019-04-28,btc,1.17650667,17671154.82455124
2019-04-29,btc,1.17708337,17673192.32454578
2019-04-30,btc,1.20333737,17674942.32454032
2019-05-01,btc,1.21799733,17677079.82454032
2019-05-02,btc,1.23567987,17679379.82453486
2019-05-03,btc,1.2951638,17681279.8244194
2019-05-04,btc,1.32099457,17682929.8244194
2019-05-05,btc,1.30956777,17684542.3244194
2019-05-06,btc,1.29939268,17686429.82441394
2019-05-07,btc,1.32870246,17688017.32440848
2019-05-08,btc,1.35126305,17689917.32440302
2019-05-09,btc,1.39928506,17691792.32439756
2019-05-10,btc,1.44472955,17693354.82439756
2019-05-11,btc,1.6543368,17694979.82439756
2019-05-12,btc,1.56569495,17696954.8243915
2019-05-13,btc,1.74753483,17699042.32438604
2019-05-14,btc,1.77133721,17700942.32438058
2019-05-15,btc,1.81667469,17702804.82438058
2019-05-16,btc,1.72799889,17704629.82438058
2019-05-17,btc,1.61073752,17706517.32438048
2019-05-18,btc,1.59950822,17708429.82437492
2019-05-19,btc,1.80201739,17710467.32437492
2019-05-20,btc,1.74723194,17712479.82436936
2019-05-21,btc,1.74497388,17714392.32436936
2019-05-22,btc,1.67542929,17716479.82435844
2019-05-23,btc,1.72268374,17718454.82435298
2019-05-24,btc,1.73899884,17720367.32434752
2019-05-25,btc,1.75307893,17722117.32434752
2019-05-26,btc,1.89396436,17724179.82434752
2019-05-27,btc,1.90714924,17726267.32434206
2019-05-28,btc,1.88105961,17728317.3243366
2019-05-29,btc,1.84071984,17730492.32433104
2019-05-30,btc,1.75787076,17732492.32433104
2019-05-31,btc,1.81476063,17733954.82433104
2019-06-01,btc,1.81246057,17735842.32432548
2019-06-02,btc,1.8504971,17737479.82432002
2019-06-03,btc,1.72701182,17738967.32431992
2019-06-04,btc,1.62636908,17740892.32431992
2019-06-05,btc,1.65612566,17742892.32431446
2019-06-06,btc,1.651342,17744854.82431436
2019-06-07,btc,1.70183629,17746829.82431436
2019-06-08,btc,1.6835165,17748379.82431436
2019-06-09,btc,1.61842434,17750217.32431436
2019-06-10,btc,1.69111483,17752179.82431436
2019-06-11,btc,1.67511723,17753967.32431436
2019-06-12,btc,1.72008481,17755604.82431436
2019-06-13,btc,1.73649236,17757492.32431436
2019-06-14,btc,1.82901577,17759604.82431436
2019-06-15,btc,1.85878621,17761429.82431436
2019-06-16,btc,1.88896018,17763054.82431436
2019-06-17,btc,1.9511578,17764717.32431436
2019-06-18,btc,1.88755922,17766754.82431426
2019-06-19,btc,1.93150882,17768967.32431416
2019-06-20,btc,1.98086596,17770767.32431416
2019-06-21,btc,2.08422475,17772429.82431416
2019-06-22,btc,2.19688103,17774192.32431416
2019-06-23,btc,2.2136737,17776454.82431406
2019-06-24,btc,2.24706654,17778667.32431406
2019-06-25,btc,2.37982686,17780492.32431406
2019-06-26,btc,2.57176389,17782554.82431406
2019-06-27,btc,2.21524309,17784329.82431406
2019-06-28,btc,2.44168454,17786367.32431406
2019-06-29,btc,2.35329242,17788542.32431406
2019-06-30,btc,2.13021037,17790442.32431396
2019-07-01,btc,2.07558255,17792229.82431386
2019-07-02,btc,2.11000412,17794204.82431386
2019-07-03,btc,2.33157806,17796354.82431386
2019-07-04,btc,2.17425127,17798442.32416642
2019-07-05,btc,2.13840364,17800804.82404084
2019-07-06,btc,2.17712562,17803029.82404084
2019-07-07,btc,2.22256119,17804942.32403538
2019-07-08,btc,2.37905472,17807167.32403538
2019-07-09,btc,2.41917807,17809092.32395348
2019-07-10,btc,2.31328701,17810704.82394802
2019-07-11,btc,2.15704038,17812317.32364226
2019-07-12,btc,2.24857787,17814367.32362588
2019-07-13,btc,2.15890911,17816129.82349484
2019-07-14,btc,1.95875859,17817942.32349484
2019-07-15,btc,2.07837284,17819767.32349484
2019-07-16,btc,1.80452153,17821792.32349474
2019-07-17,btc,1.84011447,17823454.82335824
2019-07-18,btc,2.02312657,17824967.32331456
2019-07-19,btc,1.9920017,17826442.3232545
2019-07-20,btc,2.0519756,17828654.8232544
2019-07-21,btc,1.99813946,17830517.3232544
2019-07-22,btc,1.94697902,17832492.3232544
2019-07-23,btc,1.86302934,17834279.82314518
2019-07-24,btc,1.84274782,17836017.32314518
2019-07-25,btc,1.86177246,17837892.32303598
2019-07-26,btc,1.84937883,17839967.3230195
2019-07-27,btc,1.7764295,17841867.32301948
2019-07-28,btc,1.79184692,17844054.82301948
2019-07-29,btc,1.75506806,17846154.82289936
2019-07-30,btc,1.76975529,17847929.82289936
2019-07-31,btc,1.85482085,17850067.32289936
2019-08-01,btc,1.91516898,17851842.32289936
2019-08-02,btc,1.93668955,17853954.82289936
